city,latitude,longitude,country,population
Long Loc,10.4914,107.1942,Vietnam,52265
Phuoc Trung,10.499,107.1677,Vietnam,52265
Phuoc Hiep,10.4947,107.1678,Vietnam,52265
Delmiro Gouveia,-9.3886,-37.9992,Brazil,52262
Taquaritinga,-21.4058,-48.505,Brazil,52260
Lysva,58.1004,57.8043,Russia,52258
Kalamansig,6.5557,124.0507,Philippines,52257
Enerhodar,47.4989,34.6558,Ukraine,52237
Kobryn,52.2125,24.3567,Belarus,52235
Obidos,-1.9178,-55.5178,Brazil,52229
Lautoka,-17.6242,177.4528,Fiji,52220
Pula,44.8703,13.8456,Croatia,52220
Taxco de Alarcon,18.5546,-99.6059,Mexico,52217
Victoria,13.1719,121.2756,Philippines,52215
Aranjuez,40.0334,-3.6028,Spain,52214
Koraput,18.812,82.7105,India,52203
Mudhol,16.3333,75.2833,India,52199
Avellino,40.9153,14.7897,Italy,52198
Plottier,-38.95,-68.2333,Argentina,52190
Shchekino,54,37.5167,Russia,52177
Alesund,62.4723,6.1549,Norway,52163
Antratsyt,48.1167,39.0833,Ukraine,52150
Gaoyi,37.6069,114.6088,China,52129
Bhajani,28.4924,80.9753,Nepal,52128
Phaltan,17.98,74.43,India,52118
Amarante,41.2728,-8.0825,Portugal,52116
Dandeli,15.267,74.617,India,52108
Qarabulaq,42.5269,69.7731,Kazakhstan,52105
Shiraoka,36.0191,139.6769,Japan,52103
Buique,-8.6233,-37.1564,Brazil,52097
Boblingen,48.6833,9,Germany,52093
Araquari,-26.37,-48.7219,Brazil,52079
Acatzingo,18.9804,-97.7832,Mexico,52078
Diu,20.715,70.9844,India,52074
Lengquancun,39.9432,116.0886,China,52072
Mladenovac,44.445,20.6981,Serbia,52071
Arroyo de la Miel,36.5992,-4.5347,Spain,52061
Portici,40.8197,14.3411,Italy,52054
Ampanihy,-24.696,44.746,Madagascar,52053
Paramount,33.8977,-118.1651,United States,52050
Todupulai,9.9,76.717,India,52045
Serui,-1.8817,136.2431,Indonesia,52044
Westchester,25.7471,-80.3523,United States,52032
Bato,13.3578,123.3678,Philippines,52021
Albu Kamal,34.45,40.9186,Syria,52020
Pontes e Lacerda,-15.2258,-59.335,Brazil,52018
Thomazeau,18.65,-72.1,Haiti,52017
Tangkak,2.27,102.55,Malaysia,52014
Caetite,-14.0689,-42.475,Brazil,52012
West New York,40.7857,-74.0094,United States,52004
Jurmala,56.9665,23.7221,Latvia,52001
Dungu,3.6167,28.5667,Congo (Kinshasa),52000
Takeo,10.9833,104.7833,Cambodia,52000
Ad Dabbah,18.0502,30.9495,Sudan,52000
Shiogama,38.3144,141.022,Japan,51999
Huamantla,19.3144,-97.9253,Mexico,51996
San Onofre,9.7372,-75.5256,Colombia,51991
Kathua,33.37,75.52,India,51991
Palm Desert,33.7378,-116.3695,United States,51990
Vinto,-17.3972,-66.3136,Bolivia,51968
Rawatbhata,24.9319,75.5889,India,51965
Kumarankari,9.4596,76.4986,India,51960
Vaisampakkal,9.273,76.32,India,51960
Pontevedra,11.4833,122.8333,Philippines,51956
Ntoum,0.3906,9.7608,Gabon,51954
Piaseczno,52.0747,21.0271,Poland,51945
Eilat,29.55,34.95,Israel,51935
Muban Saeng Bua Thong,13.9424,100.3913,Thailand,51932
Santa Eulalia,15.7333,-91.4586,Guatemala,51910
Mengmeng,23.4718,99.8336,China,51908
Levittown,40.7241,-73.5125,United States,51904
Vernon,50.267,-119.272,Canada,51896
Thi Tran Phuoc Buu,10.5317,107.4108,Vietnam,51895
Phuoc Thuan,9.9167,105.8,Vietnam,51895
Ho Tram,10.4683,107.4425,Vietnam,51895
San Luis de la Paz,21.2986,-100.5164,Mexico,51894
Liaquatpur,28.9333,70.95,Pakistan,51888
Bloxwich,52.614,-2.004,United Kingdom,51879
Imaricho-ko,33.2647,129.8807,Japan,51875
San Gil,6.555,-73.1336,Colombia,51874
Wangjiazhai,26.6895,104.8043,China,51869
Kalulushi,-12.8458,28.0875,Zambia,51863
Tomiya,38.4,140.8953,Japan,51859
Alytus,54.4,24.05,Lithuania,51856
Vila Real,41.2953,-7.7461,Portugal,51850
Arwal,25.25,84.68,India,51849
Gummersbach,51.0333,7.5667,Germany,51845
Choma,-16.8167,26.975,Zambia,51842
Columbus,39.2093,-85.9183,United States,51824
Matta,34.9336,72.4142,Pakistan,51821
Arles,43.6769,4.6286,France,51811
M.A. Rasulzada,40.4344,49.8336,Azerbaijan,51800
Rastatt,48.8572,8.2031,Germany,51800
Palenque,17.5092,-91.9822,Mexico,51797
Covilha,40.2833,-7.5,Portugal,51797
Torrelavega,43.3506,-4.0492,Spain,51796
Sao Gabriel da Cachoeira,-0.13,-67.0889,Brazil,51795
Jiaganj,24.23,88.27,India,51790
Crosby,53.487,-3.034,United Kingdom,51789
Ravensburg,47.7831,9.6114,Germany,51788
Herning,56.1361,8.9767,Denmark,51782
Donsol,12.9083,123.5981,Philippines,51781
Liski,50.9822,39.4994,Russia,51778
Florissant,38.7996,-90.3269,United States,51773
Dunwoody,33.9418,-84.3122,United States,51758
Palmas,-26.4842,-51.9906,Brazil,51755
Burla,21.5098,83.8726,India,51749
Leo,11.1,-2.1,Burkina Faso,51746
Bom Despacho,-19.7358,-45.2519,Brazil,51737
Balcarce,-37.8464,-58.2556,Argentina,51736
Gadarwara,22.9235,78.7849,India,51736
Komotini,41.1167,25.4,Greece,51732
Baranoa,10.7956,-74.9194,Colombia,51730
Massy,48.7306,2.2764,France,51729
Caldas da Rainha,39.4069,-9.1363,Portugal,51729
Pordenone,45.9626,12.6563,Italy,51725
Isfara,40.1167,70.6333,Tajikistan,51700
Guapimirim,-22.5369,-42.9819,Brazil,51696
Brejo da Madre de Deus,-8.1458,-36.3708,Brazil,51696
Tamboril,19.48,-70.6,Dominican Republic,51695
Beykoz,41.125,29.1056,Turkey,51689
Delano,35.7662,-119.2635,United States,51679
Kalpi,26.1167,79.7333,India,51670
Summerville,33.0016,-80.1799,United States,51654
Civitavecchia,42.1,11.8,Italy,51653
Andradina,-20.8958,-51.3789,Brazil,51649
Baiao,-2.7908,-49.6719,Brazil,51641
Dumarao,11.2631,122.6878,Philippines,51633
Shahr-e Babak,30.1164,55.1186,Iran,51620
Xanxere,-26.8769,-52.4039,Brazil,51607
Mulongo,-7.8349,26.9985,Congo (Kinshasa),51603
Huazangsi,36.9765,103.1352,China,51603
Santa Cruz,13.4833,122.0333,Philippines,51594
Tijucas,-27.2408,-48.6339,Brazil,51592
Irinjalakuda,10.3424,76.2112,India,51585
Menggala,-4.5395,105.3104,Indonesia,51574
Kokstad,-30.5539,29.4269,South Africa,51561
Ayutuxtepeque,13.7353,-89.2001,El Salvador,51558
Libona,8.3333,124.7433,Philippines,51555
Tachilek,20.45,99.8833,Burma,51553
Zeralda,36.7119,2.8408,Algeria,51552
Mikkeli,61.6875,27.2736,Finland,51551
Teramo,42.6589,13.7039,Italy,51548
Tirupparangunram,9.8815,78.0731,India,51543
Cuihuangkou,39.5322,117.1918,China,51541
Tulsipur,28.1278,82.2956,Nepal,51537
Peine,52.3203,10.2336,Germany,51521
Collierville,35.047,-89.6987,United States,51515
Burien,47.4762,-122.3394,United States,51513
Bando,36.0484,139.8887,Japan,51511
Lorenskog,59.8989,10.9642,Norway,51511
Zangareddigudem,17.1229,81.2953,India,51507
Barri,51.405,-3.27,United Kingdom,51502
Baham,5.3333,10.4,Cameroon,51500
Abdul Hakim,30.5522,72.1278,Pakistan,51494
Yaguate,18.33,-70.18,Dominican Republic,51489
Ras el Oued,35.9442,5.0311,Algeria,51482
Sombor,45.78,19.12,Serbia,51471
Porvoo,60.3931,25.6639,Finland,51464
Izumi,32.0905,130.3526,Japan,51450
Viana,-3.22,-45.0039,Brazil,51442
Sison,16.1667,120.5167,Philippines,51439
Susangerd,31.5608,48.1831,Iran,51431
Mangochi,-14.4722,35.2639,Malawi,51429
Willenhall,52.5798,-2.0605,United Kingdom,51429
San Pedro Perulapan,13.7669,-89.0376,El Salvador,51414
Bootle,53.4457,-2.9891,United Kingdom,51394
Stratford,51.5423,-0.0026,United Kingdom,51387
Uriangato,20.1371,-101.1779,Mexico,51382
East Honolulu,21.2975,-157.7211,United States,51360
Krasnokamensk,50.1,118.0333,Russia,51358
Morrinhos,-17.7319,-49.1008,Brazil,51351
Qiryat Mozqin,32.8369,35.0775,Israel,51349
Koumantou,11.4072,-6.8467,Mali,51348
Gopalganj,23,89.8167,Bangladesh,51346
Boukadir,36.0636,1.1244,Algeria,51340
Yendi,9.4427,-0.0099,Ghana,51339
'Ain Merane,36.1628,0.9703,Algeria,51326
Tadmur,34.56,38.2672,Syria,51323
Brandon,49.8483,-99.95,Canada,51313
Samut Prakan,13.6004,100.5964,Thailand,51309
Kalawana,6.5391,80.4039,Sri Lanka,51307
Sape,-7.095,-35.2328,Brazil,51306
Lankaran,38.7536,48.8511,Azerbaijan,51300
Country Club,25.9407,-80.3102,United States,51296
Albi,43.9281,2.1458,France,51290
Puerto Francisco de Orellana,-0.4625,-76.9842,Ecuador,51281
Cutervo,-6.3807,-78.818,Peru,51272
Peranampattu,12.939,78.73,India,51271
Ambohibary,-19.6167,47.15,Madagascar,51269
Guarne,6.2792,-75.4419,Colombia,51265
Tamalous,36.8361,6.6417,Algeria,51262
Raciborz,50.0919,18.2192,Poland,51257
President Roxas,7.1594,125.0513,Philippines,51245
Walin,27.9889,83.7675,Nepal,51243
Dabhoi,22.1295,73.4176,India,51240
Dartford,51.4444,0.2172,United Kingdom,51240
Siocon,7.7067,122.1361,Philippines,51239
Montijo,38.7049,-8.9757,Portugal,51222
Ennery,19.4833,-72.4833,Haiti,51221
Rosario,8.3814,126.0015,Philippines,51207
Speyer,49.3166,8.4336,Germany,51203
Tirumangalam,9.81,77.98,India,51194
My Tho,10.448,105.6988,Vietnam,51191
Salekhard,66.5333,66.6333,Russia,51188
Bhavani,11.4455,77.6821,India,51186
Puthuppariyaram,10.8036,76.6221,India,51185
Mascouche,45.75,-73.6,Canada,51183
Trento,8.0459,126.0614,Philippines,51179
Hoffman Estates,42.064,-88.1468,United States,51175
Rockwall,32.9169,-96.4374,United States,51168
Cataingan,12.0028,123.9944,Philippines,51165
Sidlaghatta,13.39,77.86,India,51159
Leopoldina,-21.5319,-42.6428,Brazil,51145
Grapevine,32.9343,-97.0742,United States,51139
Tsukubamirai,35.9631,140.037,Japan,51134
Aliso Viejo,33.5792,-117.7289,United States,51113
Jauharabad,32.17,72.17,Pakistan,51104
Timashevsk,45.6167,38.9333,Russia,51101
Nelson,-41.2931,173.2381,New Zealand,51100
Barra,-11.0889,-43.1419,Brazil,51092
Brejo Santo,-7.4928,-38.985,Brazil,51090
Marpalli,17.5389,77.7708,India,51090
Bowringpet,12.9912,78.178,India,51087
Rio Tinto,41.1833,-8.5667,Portugal,51083
Wao,7.6404,124.7257,Philippines,51081
Knysna,-34.0356,23.0489,South Africa,51078
Bestavarapeta,15.551,79.102,India,51062
Salo,60.3831,23.1331,Finland,51056
Volzhsk,55.8667,48.35,Russia,51054
Hodal,27.9,77.37,India,51050
Aurangabad,28.0278,77.329,India,51050
Fatwa,25.5096,85.305,India,51047
Jeffersonville,38.3376,-85.7026,United States,51043
Troy,42.7354,-73.6751,United States,51033
El Dorado Hills,38.675,-121.049,United States,51026
Milford city,41.2255,-73.0625,United States,51023
Shimencun,30.6265,120.4417,China,51021
Kot Mumin,32.1883,73.0286,Pakistan,51021
Mishawaka,41.6742,-86.1666,United States,51021
Weymouth,50.6097,-2.4547,United Kingdom,51012
Changshou,29.9054,107.2379,China,51000
Bunawan,8.1781,125.9935,Philippines,50999
Andover,51.208,-1.48,United Kingdom,50999
Gennevilliers,48.9256,2.2944,France,50979
Saint-Herblain,47.2114,-1.6511,France,50973
Grasse,43.6581,6.9253,France,50970
Lumba-a-Bayabao,7.8654,124.3698,Philippines,50959
Gombong,-7.6053,109.5152,Indonesia,50950
Panay,11.5553,122.7931,Philippines,50946
Horsham,51.062,-0.325,United Kingdom,50934
Levittown,40.1533,-74.8531,United States,50926
Glendora,34.1449,-117.8467,United States,50926
Pardwal,32.3286,76.1153,India,50920
Cumbernauld,55.945,-3.994,United Kingdom,50920
Djamaa,33.5314,5.991,Algeria,50916
Teplice,50.6333,13.8167,Czechia,50912
Guaxupe,-21.305,-46.7128,Brazil,50911
Cuyahoga Falls,41.1641,-81.5207,United States,50909
Tobias Barreto,-11.1839,-37.9978,Brazil,50905
Esher,51.3691,-0.365,United Kingdom,50904
Amulung,17.8387,121.7235,Philippines,50903
Juruti,-2.1519,-56.0919,Brazil,50881
Babila,33.47,36.32,Syria,50880
Haverford,39.9868,-75.3164,United States,50874
Sincan,39.9678,32.5797,Turkey,50869
Repalle,16.02,80.85,India,50866
Huaiyang,37.7558,114.5364,China,50859
Mabini,13.7532,120.9405,Philippines,50858
Kyotango,35.6241,135.0609,Japan,50857
Penablanca,17.6258,121.7853,Philippines,50856
Miyako,39.6397,141.9461,Japan,50855
Pontal,-21.0225,-48.0372,Brazil,50852
Campos do Jordao,-22.7394,-45.5914,Brazil,50852
Vi Thanh,9.7833,105.4708,Vietnam,50844
Vigia,-0.8578,-48.1419,Brazil,50832
Livingston,55.8834,-3.5157,United Kingdom,50826
Bani Walid,31.7455,13.9835,Libya,50824
Karamdiha,24.47,83.55,India,50821
Corroios,38.65,-9.15,Portugal,50806
Vyara,21.12,73.4,India,50789
Aringay,16.3982,120.3555,Philippines,50786
Zabid,14.2022,43.3183,Yemen,50781
Mahmudabad,27.3,81.1333,India,50777
Goshogawara,40.8077,140.4461,Japan,50757
Jarash,32.2723,35.8914,Jordan,50745
Zumpango,19.7969,-99.0992,Mexico,50742
Cao Thuong,21.3894,106.1367,Vietnam,50732
Ngoc Loi,21.3414,106.1131,Vietnam,50732
Elmshorn,53.7547,9.6536,Germany,50728
Dulag,10.953,125.033,Philippines,50728
Hinckley,52.5413,-1.3725,United Kingdom,50712
Snezhinsk,56.0833,60.7333,Russia,50711
Ranchuelo,22.3358,-80.1131,Cuba,50708
Quirinopolis,-18.4483,-50.4517,Brazil,50701
Beruniy,41.6833,60.75,Uzbekistan,50700
Royal Leamington Spa,52.2919,-1.5358,United Kingdom,50699
Bikramganj,25.2107,84.2551,India,50698
Kandangan,-2.784,115.2655,Indonesia,50691
Agrinio,38.6264,21.409,Greece,50690
Goksun,38.0208,36.4972,Turkey,50676
Mweka,-4.84,21.57,Congo (Kinshasa),50675
Estancia Velha,-29.6483,-51.1739,Brazil,50672
Wonopringgo,-6.9875,109.6275,Indonesia,50671
Lorrach,47.6156,7.6614,Germany,50670
Espinal,4.1486,-74.8819,Colombia,50664
Emden,53.3669,7.2061,Germany,50659
Neath,51.66,-3.81,United Kingdom,50658
Irondequoit,43.2096,-77.5705,United States,50657
Enid,36.4063,-97.87,United States,50653
Moss,59.4339,10.6575,Norway,50647
Fafe,41.45,-8.1667,Portugal,50633
Biougra,30.2144,-9.3708,Morocco,50626
Viramgam,23.12,72.03,India,50612
El Jem,35.3,10.7167,Tunisia,50611
Skien,59.2096,9.609,Norway,50607
Haskah Menah,34.1169,70.4611,Afghanistan,50595
Bondy,48.9028,2.4836,France,50595
Jaru,-10.4389,-62.4664,Brazil,50591
Chigorodo,7.6697,-76.6814,Colombia,50581
Sakaidecho,34.3164,133.8605,Japan,50577
Arao,32.9867,130.4332,Japan,50570
Anaiyur,9.9615,78.1118,India,50569
Kosamba,21.48,72.95,India,50568
Ourika Wawrmas,31.378,-7.8048,Morocco,50558
La Calera,-32.7833,-71.2167,Chile,50554
Clacton-on-Sea,51.7918,1.1457,United Kingdom,50548
Cava de' Tirreni,40.7008,14.7056,Italy,50539
Jaspur,29.28,78.82,India,50523
Nichinan,31.6019,131.3787,Japan,50518
Acireale,37.6125,15.1656,Italy,50515
Susono,35.1739,138.9068,Japan,50510
Beni Enzar,35.2569,-2.9342,Morocco,50508
Irakleio,38.0483,23.7661,Greece,50494
El Nido,11.1858,119.3956,Philippines,50494
Amahai,-3.3331,128.919,Indonesia,50478
San Ignacio,-26.8867,-57.0283,Paraguay,50468
Tebourba,36.8295,9.8411,Tunisia,50458
Navirai,-23.065,-54.1908,Brazil,50457
Hunedoara,45.7697,22.9203,Romania,50457
Bas Limbe,19.8,-72.3833,Haiti,50456
Laksar,29.77,78.05,India,50450
Youfangcun,37.0042,115.7755,China,50436
Caramoan,13.7707,123.8631,Philippines,50433
Cabreuva,-23.3075,-47.1331,Brazil,50429
El Talar de Pacheco,-34.4719,-58.655,Argentina,50426
Bar Bigha,25.2186,85.7332,India,50424
Tundla,27.2146,78.2368,India,50423
Boa Viagem,-5.1278,-39.7319,Brazil,50411
Vich,41.9301,2.2549,Spain,50405
Hilo,19.6883,-155.0863,United States,50404
Tubod,8.05,123.8,Philippines,50395
Tanjombato,-18.95,47.5167,Madagascar,50373
Ampitatafika,-18.9388,47.4773,Madagascar,50373
Arys,42.4297,68.8046,Kazakhstan,50370
Plaisance,19.6,-72.4667,Haiti,50367
Myrnohrad,48.3022,37.2614,Ukraine,50360
Chbar Mon,11.4533,104.5208,Cambodia,50359
Jahanian,30.04,71.8181,Pakistan,50318
Baghpat,28.95,77.22,India,50310
Floresti,46.7475,23.4908,Romania,50307
Rho,45.5333,9.0333,Italy,50299
Beveren,51.2,4.25,Belgium,50281
Draper,40.4957,-111.8605,United States,50278
Rowley Regis,52.488,-2.05,United Kingdom,50257
Goslar,51.906,10.4292,Germany,50253
Carmen,9.8167,124.2,Philippines,50249
Bhawanipur Rajdham,25.6501,87.1396,India,50234
Al Hoceima,35.2472,-3.9322,Morocco,50225
Houten,52.0261,5.1728,Netherlands,50223
Yuki,36.2897,139.8715,Japan,50218
Willich,51.2631,6.5492,Germany,50212
Bantacan,7.5483,126.1381,Philippines,50212
Florin,38.4832,-121.4043,United States,50211
Kiffa,16.6229,-11.3991,Mauritania,50206
Nakagawa,33.4996,130.4222,Japan,50201
Nes Ziyyona,31.9333,34.8,Israel,50200
Invercargill,-46.429,168.362,New Zealand,50200
Ghulakandoz,40.1555,69.4656,Tajikistan,50200
Murray,40.6498,-111.8874,United States,50188
Hamada,34.8993,132.0799,Japan,50176
Mellit,14.1333,25.55,Sudan,50165
Gopalpur,24.5601,89.9218,Bangladesh,50160
Martin,49.0636,18.9214,Slovakia,50153
Gronau,52.2125,7.0417,Germany,50151
Qinhe,36.5014,112.3247,China,50143
Cardona,14.486,121.2289,Philippines,50143
Bang Bua Thong,13.9099,100.4263,Thailand,50141
Scarborough,54.2825,-0.4,United Kingdom,50135
Minalin,14.9667,120.6833,Philippines,50126
Ercolano,40.8068,14.3526,Italy,50124
Sour el Ghozlane,36.1472,3.6906,Algeria,50120
Deressia,9.7603,16.2697,Chad,50113
Itarare,-24.1125,-49.3317,Brazil,50105
Hsipaw,22.6198,97.3004,Burma,50100
Metpalli,18.8492,78.6262,India,50092
Bhadrachalam,17.6669,80.8826,India,50087
Francisco I. Madero,25.7753,-103.2731,Mexico,50084
Sfantu-Gheorghe,45.8653,25.7878,Romania,50080
Zhushan,23.6889,120.7289,Taiwan,50076
Trollhattan,58.2828,12.2892,Sweden,50069
Biaora,23.9163,76.9112,India,50061
Wolossebougou,11.9989,-7.914,Mali,50056
Downers Grove,41.7949,-88.0172,United States,50054
Yasu,35.0675,136.0258,Japan,50049
Miyoshi,34.8057,132.8518,Japan,50046
Everett,42.4064,-71.0545,United States,50045
Hassan Abdal,33.8195,72.689,Pakistan,50044
Mazara del Vallo,37.6517,12.5875,Italy,50039
Leith,55.98,-3.17,United Kingdom,50030
Kotka,60.4667,26.9458,Finland,50029
Cizre,37.3302,42.1848,Turkey,50023
Adeje,28.1167,-16.7167,Spain,50021
Erftstadt,50.8167,6.7667,Germany,50018
Ballyfermot,53.35,-6.3667,Ireland,50013
Rosemead,34.0689,-118.0823,United States,50013
Weert,51.251,5.709,Netherlands,50011
Lakewood,41.4822,-81.8008,United States,50007
Andulo,-11.4926,16.7035,Angola,50000
Krems an der Donau,48.4167,15.6167,Austria,50000
Bandar Seri Begawan,4.9167,114.9167,Brunei,50000
Kahemba,-7.2979,18.9573,Congo (Kinshasa),50000
Gutao,37.1989,112.1767,China,50000
Xiayang,26.4889,113.7681,China,50000
Jieshangya,29.505,110.7654,China,50000
Xiazhai,27.6909,107.1837,China,50000
Dongxishan,27.6866,111.8442,China,50000
Saoula,36.7028,3.0239,Algeria,50000
'Ain el Turk,35.7408,-0.7492,Algeria,50000
Semera,11.7922,41.0086,Ethiopia,50000
Bogoso,5.5675,-2.0137,Ghana,50000
Fonds Verrettes,18.3833,-71.85,Haiti,50000
Saha,30.22,76.46,India,50000
Chiplun,17.53,73.52,India,50000
Walidpur,29.15,77.7167,India,50000
Sujanpur,32.3127,75.6012,India,50000
Zummar,36.7704,42.6382,Iraq,50000
Qabb Elias,33.7986,35.825,Lebanon,50000
Aarsal,34.1794,36.4208,Lebanon,50000
El Ghaziye,33.5175,35.3689,Lebanon,50000
Ikot Okoro,4.9061,7.7145,Nigeria,50000
Iju,6.6107,3.0857,Nigeria,50000
Harderwijk,52.3506,5.6172,Netherlands,50000
Sechura,-5.5576,-80.8223,Peru,50000
Chak Thirty-six North Branch,32.1261,72.7297,Pakistan,50000
Chak Sixty-one Gugera Branch,31.3503,73.4116,Pakistan,50000
Buni,36.2728,72.2597,Pakistan,50000
Novovyatsk,58.5083,49.6994,Russia,50000
Abu Hamad,19.5375,33.3275,Sudan,50000
Mareer-Gur,5.75,46.5167,Somalia,50000
Godinlabe,5.8794,46.6308,Somalia,50000
Ceel Dheere,5.3683,46.1911,Somalia,50000
Tukuyu,-9.2583,33.6417,Tanzania,50000
Kyaliwajjala,0.38,32.6467,Uganda,50000
Sakubva,-18.9833,32.65,Zimbabwe,50000
Kizlyar,43.8547,46.7139,Russia,49999
Louveira,-23.0864,-46.9506,Brazil,49993
Sihora,23.4871,80.104,India,49988
Chatra,24.2064,84.8708,India,49985
Rovigo,45.0809,11.794,Italy,49985
Parasia,22.1913,78.759,India,49979
Satte,36.0781,139.7259,Japan,49961
Chake Chake,-5.25,39.7667,Tanzania,49959
Middelburg,51.4997,3.6136,Netherlands,49956
Chahar Dangeh,35.6031,51.3097,Iran,49950
East Brunswick,40.4281,-74.4179,United States,49945
Freising,48.4028,11.7489,Germany,49939
Simraungadh,26.8893,85.1168,Nepal,49939
Vyazma,55.2103,34.285,Russia,49932
Ejeda,-24.35,44.5167,Madagascar,49915
Janin,32.4611,35.3,West Bank,49908
Mukah,2.8961,112.0786,Malaysia,49900
Shankou,24.5032,116.4046,China,49896
Heidenheim,48.6761,10.1544,Germany,49895
Al Ma`alla',12.787,45.0074,Yemen,49891
Covina,34.0903,-117.8818,United States,49888
Stouffville,43.9667,-79.25,Canada,49864
Hilsa,25.32,85.28,India,49863
Horishni Plavni,49.0107,33.6562,Ukraine,49854
Neyriz,29.1989,54.3278,Iran,49850
Tepeapulco,19.785,-98.5531,Mexico,49850
Rheda-Wiedenbruck,51.8417,8.3,Germany,49849
Xankandi,39.8153,46.7519,Azerbaijan,49848
Leonberg,48.8014,9.0131,Germany,49845
Nohar,29.18,74.77,India,49835
Ostersund,63.1775,14.6414,Sweden,49806
Ostroleka,53.0833,21.5667,Poland,49805
Cerquilho Velho,-23.165,-47.7436,Brazil,49802
Coral Gables,25.7037,-80.2715,United States,49802
Cuito Cuanavale,-15.1639,19.1731,Angola,49794
Hannan,34.3596,135.2397,Japan,49794
El Meghaier,33.9506,5.9242,Algeria,49793
Straubing,48.8772,12.5758,Germany,49775
Novovolynsk,50.7333,24.1667,Ukraine,49772
Bhainsa,19.1,77.9667,India,49764
Tamiami,25.7556,-80.4016,United States,49752
Dayr al Balah,31.4167,34.35,Gaza Strip,49751
Barotac Viejo,11.05,122.85,Philippines,49736
Selibe Phikwe,-21.9667,27.9167,Botswana,49724
Padrauna,26.9042,83.9808,India,49723
Perintalmanna,10.98,76.23,India,49723
Bignay,14.7456,120.9961,Philippines,49716
Wangdacun,33.1983,116.3586,China,49712
Ridder,50.3442,83.5128,Kazakhstan,49695
Jacqueville,5.2,-4.4167,Côte d’Ivoire,49694
Figueras,42.2667,2.95,Spain,49689
Guacharachi,27.15,-107.3167,Mexico,49689
Cangucu,-31.395,-52.6758,Brazil,49680
Saint-Gilles,50.8267,4.3456,Belgium,49678
Takab,36.4008,47.1131,Iran,49677
North Bethesda,39.0393,-77.1191,United States,49677
Kefamenanu,-9.4467,124.4781,Indonesia,49673
Nanao,37.0431,136.9673,Japan,49660
Perambalur,11.2333,78.8833,India,49648
Lulea,65.5838,22.1915,Sweden,49646
Kashira,54.8333,38.15,Russia,49638
McLean,38.9436,-77.1943,United States,49627
Noshiromachi,40.2118,140.0271,Japan,49625
Coelho Neto,-4.2567,-43.0128,Brazil,49621
Shawinigan,46.5667,-72.75,Canada,49620
Aversa,40.973,14.2065,Italy,49612
Bothell,47.7735,-122.2044,United States,49610
Guacimo,10.2124,-83.6865,Costa Rica,49606
Karunagapalli,9.0539,76.5261,India,49604
Pirot,43.1519,22.585,Serbia,49601
St. Louis Park,44.9488,-93.3649,United States,49594
Cimitarra,6.3133,-73.95,Colombia,49593
Apac,1.9833,32.5333,Uganda,49593
San Pedro Sacatepequez,14.9664,-91.7775,Guatemala,49589
Chesterfield,38.6589,-90.5803,United States,49574
Huancavelica,-12.785,-74.9714,Peru,49570
Malinao,13.4,123.7,Philippines,49570
Barnstable,41.6655,-70.3639,United States,49568
Bad Oeynhausen,52.2,8.8,Germany,49566
Ocampo,13.5594,123.3761,Philippines,49535
Kizhake Chalakudi,10.3,76.33,India,49525
Villa Angela,-27.5833,-60.7167,Argentina,49524
Mojo,8.65,39.0833,Ethiopia,49521
Singen,47.7628,8.84,Germany,49518
Jerecuaro,20.1993,-100.5069,Mexico,49517
Lawrence,39.8674,-85.9904,United States,49517
Shaoshanzhan,27.91,112.48,China,49500
Sulleru,18.5333,83.2167,India,49500
Cypress,33.8171,-118.0386,United States,49498
Pedro Celestino Negrete,25.7578,-102.9831,Mexico,49490
Rio de Mouro,38.7689,-9.3327,Portugal,49489
Gao,16.2667,-0.05,Mali,49483
Shakhtarsk,48.0333,38.4833,Ukraine,49482
Peddapuram,17.08,82.13,India,49477
Bergkamen,51.6167,7.6333,Germany,49475
Payyoli,11.5152,75.6253,India,49470
Tomisato,35.7268,140.3429,Japan,49470
Santa Lucia del Camino,17.0667,-96.6833,Mexico,49459
Kameyama,34.8558,136.4516,Japan,49457
Monte Alto,-21.2611,-48.4964,Brazil,49456
Majalgaon,19.1551,76.2099,India,49453
Noveleta,14.4292,120.8799,Philippines,49452
Catemaco,18.4214,-95.1139,Mexico,49451
Villaguay,-31.85,-59.0167,Argentina,49445
Cuxhaven,53.8667,8.7,Germany,49443
Uzlovaya,53.9791,38.1601,Russia,49427
Lahr,48.3392,7.8722,Germany,49420
Battipaglia,40.6167,14.9833,Italy,49415
Ozgon,40.7667,73.3,Kyrgyzstan,49410
Khagaria,25.5,86.48,India,49406
Pen-y-Bont ar Ogwr,51.507,-3.578,United Kingdom,49404
Kalimpong,27.06,88.47,India,49403
Nowshahr,36.6486,51.4961,Iran,49403
Laval,48.0728,-0.77,France,49400
Prudentopolis,-25.2128,-50.9778,Brazil,49393
Suzaka,36.6511,138.3073,Japan,49393
Scandicci,43.7544,11.1894,Italy,49390
Titusville,28.5727,-80.8193,United States,49385
Ksar Hellal,35.65,10.9,Tunisia,49376
Evreux,49.0233,1.1525,France,49360
Amora,38.6265,-9.1189,Portugal,49345
Ceres,37.5952,-120.962,United States,49342
Sebeta,8.9167,38.6167,Ethiopia,49331
San Severo,41.6951,15.3793,Italy,49328
Villa Hayes,-25.0925,-57.53,Paraguay,49328
Matanog,7.4669,124.259,Philippines,49326
